"","Character","Occupation","Category","appearances","HigherCategory","Rank","Rank2","id"
"2288","Pol Pot","Cambodian politician and revolutionary who led the Khmer Rouge from 1963 to 1997.","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2288"
"2289","Raúl Castro","Cuban politician, who has been President of the Council of State of Cuba and the President of the Council of Ministers of Cuba since 2008","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2289"
"2290","Rob Ford","Canadian politician and businessman who served as the 64th mayor of Toronto from 2010 to 2014","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2290"
"2291","Robert Mugabe","Zimbabwean revolutionary and politician who has governed the Republic of Zimbabwe as its President since 1987, having previously governed as its Prime Minister from 1980 to 1987","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2291"
"2292","Saddam Hussein","fifth President of Iraq, serving in this capacity from 16 July 1979 until 9 April 2003","Non-U.S. Politician","15","Politicians & Law Professionals","-1","-1","2292"
"2293","Sanjay Gandhi","Indian politician","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2293"
"2294","Simon Coombs","former British conservative politician","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2294"
"2295","Slobodan Milosevic","Yugoslav and Serbian politician who was the President of Serbia from 1989 to 1997 and President of the Federal Republic of Yugoslavia from 1997 to 2000","Non-U.S. Politician","2","Politicians & Law Professionals","-1","-1","2295"
"2296","Tony Blair","British politician who served as the Prime Minister of the United Kingdom from 1997 to 2007 and the Leader of the Labour Party from 1994 to 2007","Non-U.S. Politician","3","Politicians & Law Professionals","-1","-1","2296"
"2297","Vicente Fox","Mexican businessman who was President of Mexico from 1 December 2000 to 30 November 2006 under the National Action Party (PAN)","Non-U.S. Politician","2","Politicians & Law Professionals","-1","-1","2297"
"2298","Vladimir Lenin","Russian communist revolutionary, politician, and political theorist","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2298"
"2299","Vladimir Putin","Russian politician who is the current President of the Russian Federation, holding the office since 7 May 2012","Non-U.S. Politician","6","Politicians & Law Professionals","-1","-1","2299"
"2300","Winston Churchill","British statesman who was the Prime Minister of the United Kingdom from 1940 to 1945 and again from 1951 to 1955","Non-U.S. Politician","1","Politicians & Law Professionals","-1","-1","2300"
"2301","Yasser Arafat","Palestinian leader","Non-U.S. Politician","6","Politicians & Law Professionals","-1","-1","2301"
"2302","Amy Carter","only daughter of former U.S. President Jimmy Carter and his wife Rosalynn Carter","U.S. Political Family","8","Politicians & Law Professionals","-1","-1","2302"
"2303","Ann Romney","wife of American businessman and politician, Mitt Romney","U.S. Political Family","6","Politicians & Law Professionals","-1","-1","2303"
"2304","Barbara Bush","wife of George H. W. Bush, the 41st President of the United States, and served as First Lady of the United States from 1989 to 1993","U.S. Political Family","5","Politicians & Law Professionals","-1","-1","2304"
"2305","Barbara Pierce Bush","elder of the fraternal twin daughters of the 43rd U.S. President George W. Bush and former First Lady Laura Bush","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2305"
"2306","Betty Ford","First Lady of the United States from 1974 to 1977, as the wife of the 38th President of the United States, Gerald Ford","U.S. Political Family","7","Politicians & Law Professionals","-1","-1","2306"
"2307","Callista Gingrich","President of Gingrich Productions, married to former Speaker of the U.S. House of Representatives and 2012 Republican Presidential candidate Newt Gingrich","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2307"
"2308","Candace Gingrich","American LGBT rights activist at the Human Rights Campaign and half-sister of former Speaker of the House Newt Gingrich","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2308"
"2309","Caroline Giuliani","best known as daughter of former NYC mayor, Rudy Giuliani","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2309"
"2310","Catherine Cruz","best known as daughter of politician Ted Cruz","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2310"
"2311","Chelsea Clinton","only child of former U.S. President Bill Clinton and former U.S. Secretary of State and 2016 presidential candidate Hillary Clinton","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2311"
"2312","Doria Reagan","best known as wife of Ron Reagan (daughter-in-law to former president Ronald Reagan)","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2312"
"2313","Eleanor Roosevelt","American politician, diplomat, and activist, former First Lady of the U.S. (married to President Franklin D. Roosevelt)","U.S. Political Family","4","Politicians & Law Professionals","-1","-1","2313"
"2314","Eric Trump","American businessman and former reality TV personality, son of Donald Trump","U.S. Political Family","3","Politicians & Law Professionals","-1","-1","2314"
"2315","George T. Conway III","best known as husband of Kellyanne Conway, the current Counselor to President Trump","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2315"
"2316","Heidi Cruz","American investment manager at Goldman Sachs, wife of Republican Texas senator Ted Cruz","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2316"
"2317","Hugh Rodham","American lawyer and former politician, brother of Hillary Rodham Clinton","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2317"
"2318","Ivana Trump","Czech-born American businesswoman, author, socialite, and former fashion model, first wife of Donald Trump","U.S. Political Family","4","Politicians & Law Professionals","-1","-1","2318"
"2319","Ivanka Trump","American businesswoman, former reality TV personality, socialite, author and fashion model, daughter of Donald Trump","U.S. Political Family","6","Politicians & Law Professionals","-1","-1","2319"
"2320","Jackie Onassis","wife of the 35th President of the United States, John F. Kennedy, and First Lady of the United States from 1961 until his assassination in 1963","U.S. Political Family","2","Politicians & Law Professionals","-1","-1","2320"
"2321","Jane Sanders","American social worker, college administrator and political staffer, wife of U.S. Senator Bernie Sanders","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2321"
"2322","Jenna Bush","best known as the younger of the fraternal twin daughters of the 43rd U.S. President George W. Bush and former First Lady Laura Bush","U.S. Political Family","2","Politicians & Law Professionals","-1","-1","2322"
"2323","Joan Kennedy","American socialite, musician, author, model and first wife of US Senator Ted Kennedy","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2323"
"2324","Jonda McFarlane","best known as wife of National Security Advisor Robert McFarlane","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2324"
"2325","Josh Romney","best known as son of politician Mitt Romney","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2325"
"2326","Judith Nathan","registered nurse, fundraiser for charitable organizations, and the wife of former New York City Mayor Rudy Giuliani","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2326"
"2327","Julie Nixon","daughter of Richard M. Nixon, 37th President of the United States, and Pat Nixon, First Lady of the United States","U.S. Political Family","6","Politicians & Law Professionals","-1","-1","2327"
"2328","Kathleen Gingrich","best known as mother of Republican politician Newt Gingrich","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2328"
"2329","Kitty Dukakis","wife of former Massachusetts governor and U.S. presidential candidate Michael Dukakis","U.S. Political Family","3","Politicians & Law Professionals","-1","-1","2329"
"2330","Lillian Carter","mother of former President of the United States, Jimmy Carter","U.S. Political Family","3","Politicians & Law Professionals","-1","-1","2330"
"2331","Marilyn Quayle","American lawyer and novelist, served as Second Lady of the United States from 1989 until 1993","U.S. Political Family","3","Politicians & Law Professionals","-1","-1","2331"
"2332","Marla Maples","American actress and television personality, known as 2nd wife to Donald Trump","U.S. Political Family","2","Politicians & Law Professionals","-1","-1","2332"
"2333","Matt Romney","best known as son of American politician Mitt Romney","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2333"
"2334","Melania Trump","First Lady of the United States, wife of Donald Trump","U.S. Political Family","12","Politicians & Law Professionals","-1","-1","2334"
"2335","Michael Kennedy","best known as son of politician Robert F. Kennedy","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2335"
"2336","Michael Reagan","adopted son of former U.S. President Ronald Reagan and his first wife, Jane Wyman","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2336"
"2337","Michelle Obama","American lawyer and writer who was First Lady of the United States from 2009 to 2017","U.S. Political Family","6","Politicians & Law Professionals","-1","-1","2337"
"2338","Nancy Reagan","American actress, and the wife of the 40th President of the United States, Ronald Reagan","U.S. Political Family","19","Politicians & Law Professionals","-1","-1","2338"
"2339","Pat Nixon","wife of Richard Nixon, 37th President of the United States, and First Lady of the United States from 1969 to 1974","U.S. Political Family","4","Politicians & Law Professionals","-1","-1","2339"
"2340","Patti Blagojevich","wife of former Governor of Illinois, Rod Blagojevich, who was impeached and removed from office","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2340"
"2341","Roger Clinton","actor, musician, half brother of former president Bill Clinton","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2341"
"2342","Rosalynn Carter","wife of the 39th President of the United States, Jimmy Carter, and in that capacity served as the First Lady of the United States from 1977 to 1981","U.S. Political Family","9","Politicians & Law Professionals","-1","-1","2342"
"2343","Rose Kennedy","American philanthropist and socialite, mother of President John F. Kennedy, Senator Robert F. Kennedy, and longtime Senator Ted Kennedy","U.S. Political Family","2","Politicians & Law Professionals","-1","-1","2343"
"2344","Roxane Gilmore","best known as wife of US politician and 2016 presidential candidate Jim Gilmore","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2344"
"2345","Ruth Carter Stapleton","sister of Jimmy Carter and was known in her own right as a Christian evangelist","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2345"
"2346","Silda Spitzer","American businesswoman, lawyer, and former first lady of New York State","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2346"
"2347","Sonya Carson","best known as mother of retired neurosurgeon, author and politician: Ben Carson","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2347"
"2348","Tagg Romney","American management consultant, businessman, venture capitalist and political advisor, best known as son of politician Mitt Romney","U.S. Political Family","3","Politicians & Law Professionals","-1","-1","2348"
"2349","Tiffany Trump","American Internet personality, daughter of Donald Trump","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2349"
"2350","Tipper Gore","author, photographer, and social issues advocate who was Second Lady of the United States from 1993 to 2001","U.S. Political Family","2","Politicians & Law Professionals","-1","-1","2350"
"2351","Todd Palin","American oil field production operator, commercial fisherman and was first gentleman of Alaska, from 2006 to 2009","U.S. Political Family","3","Politicians & Law Professionals","-1","-1","2351"
"2352","Tucker Quayle","best known as son of Dan Quayle, 44th Vice President of the US","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2352"
"2353","William Kennedy Smith","American physician whose work focuses on landmines and the rehabilitation of landmine victims, nephew of President John F. Kennedy, Senator Robert F. Kennedy, and Senator Ted Kennedy.","U.S. Political Family","1","Politicians & Law Professionals","-1","-1","2353"
"2354","Al D'Amato","American lawyer and former New York politician","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2354"
"2355","Al Franken","American politician, comedian, actor, and writer","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2355"
"2356","Al Gore","American politician and environmentalist who served as the 45th Vice President of the United States from 1993 to 2001 under President Bill Clinton","U.S. Politician","27","Politicians & Law Professionals","-1","-1","2356"
"2357","Alan Cranston","American politician and journalist who served as a United States Senator from California, from 1969 to 1993","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2357"
"2358","Alan Keyes","American conservative political activist, author, former diplomat, and perennial candidate for public office","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2358"
"2359","Alberto Gonzales","80th United States Attorney General, appointed in February 2005 by President George W. Bush, becoming the highest-ranking Hispanic American in executive government to date","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2359"
"2360","Ali Abdullah Saleh","Yemeni politician who was ousted as President of Yemen in 2012","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2360"
"2361","Alvin Parks Jr.","Politician, Mayor of East St. Louis from 2007-2015","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2361"
"2362","Andrew Card","American politician who was White House Chief of Staff under President George W. Bush from 2001 to 2006, as well as head of Bush's White House Iraq Group","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2362"
"2363","Andrew Giuliani","American lawyer, businessman, public speaker, former mayor of New York City, and current White House cyber security adviser","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2363"
"2364","Andrew Young","American politician, diplomat, and activist","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2364"
"2365","Anne Burford","American attorney and politician","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2365"
"2366","Arlen Specter","American lawyer and politician who served as United States Senator from Pennsylvania","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2366"
"2367","Barack Obama","American politician who served as the 44th President of the United States from 2009 to 2017","U.S. Politician","62","Politicians & Law Professionals","-1","-1","2367"
"2368","Barbara Boxer","American politician who served as a United States Senator from California 1993 to 2017","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2368"
"2369","Barbara Merrill","American politician from Maine","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2369"
"2370","Barney Frank","former American politician and board member of the New York-based Signature Bank","U.S. Politician","8","Politicians & Law Professionals","-1","-1","2370"
"2371","Barry Black","62nd chaplain of the United States Senate","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2371"
"2372","Ben Carson","American retired neurosurgeon, author, and politician who is the nominee to be the 17th United States Secretary of Housing and Urban Development","U.S. Politician","8","Politicians & Law Professionals","-1","-1","2372"
"2373","Bernie Sanders","American politician who has been the junior United States Senator from Vermont since 2007","U.S. Politician","7","Politicians & Law Professionals","-1","-1","2373"
"2374","Bert Lance","American businessman who served as Director of the Office of Management and Budget under President Jimmy Carter in 1977","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2374"
"2375","Betsy DeVos","American businesswoman, philanthropist, and politician who is the 11th and current United States Secretary of Education","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2375"
"2376","Betty Currie","personal secretary for Bill Clinton during his presidency","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2376"
"2377","Bill Clinton","American politician who served as the 42nd President of the United States from 1993 to 2001","U.S. Politician","112","Politicians & Law Professionals","-1","-1","2377"
"2378","Bill Frist","American physician, businessman, and politician","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2378"
"2379","Bill Richardson","American politician who was 30th Governor of New Mexico, from 2003 to 2011","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2379"
"2380","Billy Carter","American farmer, businessman, and politician","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2380"
"2381","Bob Barr","American former federal prosecutor and a former Congressman","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2381"
"2382","Bob Dole","American politician who represented Kansas in the House of Representatives from 1961 to 1969 and in the United States Senate from 1969 to 1996, serving as Senate Republican Leader from 1985 until his resignation as a Senator","U.S. Politician","30","Politicians & Law Professionals","-1","-1","2382"
"2383","Bob Livingston","Washington, D.C.-based lobbyist and a former Republican U.S. Representative from Louisiana","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2383"
"2384","Bob Packwood","U.S. politician from Oregon and a member of the Republican Party","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2384"
"2385","Bobby Jindal","American politician who was the 55th Governor of Louisiana between 2008 and 2016, and previously served as a U.S. Congressman and as the vice chairman of the Republican Governors Association","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2385"
"2386","Bobby Kennedy","American politician from Massachusetts","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2386"
"2387","Bruce Babbitt","American politician from the state of Arizona","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2387"
"2388","Carl Levin","former United States Senator from Michigan, having served from 1979 to 2015","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2388"
"2389","Carl Rowan","American government official, journalist and author","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2389"
"2390","Carol Moseley Braun","American politician and lawyer who represented Illinois in the United States Senate from 1993 to 1999","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2390"
"2391","Carolyn Maloney","U.S. Representative for New York's 12th congressional district","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2391"
"2392","Caspar Weinberger","American politician and businessman","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2392"
"2393","Charles Rangel","American politician who was a U.S. Representative for districts in New York from 1971 to 2017","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2393"
"2394","Charles Schumer","American politician, the senior United States senator from New York and a member of the Democratic Party","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2394"
"2395","Chris Christie","American politician and attorney","U.S. Politician","10","Politicians & Law Professionals","-1","-1","2395"
"2396","Christie Whitman","American Republican politician and author who served as the 50th Governor of New Jersey, and was the Administrator of the Environmental Protection Agency in the administration of President George W. Bush","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2396"
"2397","Christine O'Donnell","former Republican Party candidate and conservative activist in the Tea Party movement best known for her 2010 campaign for the United States Senate seat from Delaware","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2397"
"2398","Christopher Dodd","American lobbyist, lawyer, and Democratic Party politician who served as a United States Senator from Connecticut for a thirty-year period from 1981 to 2011","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2398"
"2399","Colin Powell","American statesman and a retired four-star general in the United States Army","U.S. Politician","6","Politicians & Law Professionals","-1","-1","2399"
"2400","Condoleezza Rice","American political scientist and diplomat","U.S. Politician","11","Politicians & Law Professionals","-1","-1","2400"
"2401","Cruz Bustamante","American politician","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2401"
"2402","Cynthia McKinney","American politician and activist based in Georgia","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2402"
"2403","Dan Quayle","American politician","U.S. Politician","10","Politicians & Law Professionals","-1","-1","2403"
"2404","Daniel Inouye","United States Senator from Hawaii from 1963 to 2012","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2404"
"2405","Darrell Issa","Republican U.S. Representative for California's 49th congressional district, serving since 2001","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2405"
"2406","Dave Powers","Special Assistant and assistant Appointments Secretary to President of the United States John F. Kennedy","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2406"
"2407","David A. Stockman","former businessman and U.S. politician who served as a Republican U.S. Representative from the state of Michigan and as the Director of the Office of Management and Budget under President Ronald Reagan","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2407"
"2408","David Axelrod","American political operative and political analyst, best known as the Chief Strategist for Barack Obama's presidential campaigns","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2408"
"2409","David Dinkins","American politician who served as the 106th Mayor of New York City, from 1990 to 1993","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2409"
"2410","David Duke","American white nationalist, politician, antisemitic conspiracy theorist, Holocaust denier, and former Imperial Wizard of the Ku Klux Klan","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2410"
"2411","David Paterson","American politician","U.S. Politician","11","Politicians & Law Professionals","-1","-1","2411"
"2412","David Petraeus","retired American military officer and public official","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2412"
"2413","Debbie Wasserman Schultz","American politician","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2413"
"2414","Dennis Hastert","American politician who served as the 51st Speaker of the United States House of Representatives from 1999 to 2007, representing Illinois's 14th congressional district from 1987 to 2007","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2414"
"2415","Dennis Kucinich","American politician","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2415"
"2416","Diana DeGette","U.S. Representative for Colorado's 1st congressional district, serving since 1997, and a Chief Deputy Whip","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2416"
"2417","Dick Cheney","American politician and businessman who was the 46th Vice President of the United States from 2001 to 2009, under President George W. Bush","U.S. Politician","27","Politicians & Law Professionals","-1","-1","2417"
"2418","Don Regan","66th United States Secretary of the Treasury, from 1981 to 1985, and White House Chief of Staff from 1985 to 1987 in the Ronald Reagan Administration","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2418"
"2419","Donald Rumsfeld","American politician and businessman","U.S. Politician","10","Politicians & Law Professionals","-1","-1","2419"
"2420","Donald Trump","American businessman, television personality, politician, and the 45th President of the United States","U.S. Politician","47","Politicians & Law Professionals","-1","-1","2420"
"2421","Douglas Feith","served as the under secretary of Defense for Policy for US president George W Bush","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2421"
"2422","Ed Gillespie","American Republican political strategist who served as the 61st Chairman of the Republican National Committee and Counselor to the President in the George W. Bush administration","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2422"
"2423","Ed Meese","American attorney, law professor, author and member of the Republican Party and was the 75th Attorney General of the United States (1985–1988)","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2423"
"2424","Elijah Cummings","U.S. Representative for Maryland's 7th congressional district, serving since 1996","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2424"
"2425","Eliot Spitzer","American politician (Democrat) who served as the Governor of New York for a little more than one year (2007 until his resignation on March 17, 2008)","U.S. Politician","5","Politicians & Law Professionals","-1","-1","2425"
"2426","Elizabeth Dole","American politician who served in both the Ronald Reagan and George H. W. Bush presidential administrations, as well as in the United States Senate","U.S. Politician","9","Politicians & Law Professionals","-1","-1","2426"
"2427","Eric Cantor","American politician, lawyer, and businessman, who served as the United States representative for Virginia's 7th congressional district from 2001 until 2014","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2427"
"2428","Eric Massa","former U.S. Representative for the 29th Congressional District of New York, who served in Congress from January 2009 until his resignation in March 2010","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2428"
"2429","Evan Bayh","American lawyer and Democratic politician who served as the junior U.S. Senator from Indiana from 1999 to 2011","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2429"
"2430","Frank Gannon","one of former president Richard Nixon's aides","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2430"
"2431","Franklin Roosevelt","American statesman and political leader who served as the 32nd President of the United States from 1933 until his death in 1945","U.S. Politician","5","Politicians & Law Professionals","-1","-1","2431"
"2432","Fred Upton","U.S. Representative for Michigan's 6th congressional district, serving since 1987","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2432"
"2433","G. Gordon Liddy","retired American lawyer who is best known as the chief operative in the White House Plumbers unit that existed from July to September 1971, during Richard Nixon's presidency","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2433"
"2434","Gary Bauer","American politician and activist","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2434"
"2435","Gary Hart","American politician, diplomat and lawyer","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2435"
"2436","George Allen","American politician and member of the Republican Party from the Commonwealth of Virginia","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2436"
"2437","George Bush","American politician who was the 41st President of the United States and the 43rd Vice President of the United States","U.S. Politician","42","Politicians & Law Professionals","-1","-1","2437"
"2438","George W. Bush","American politician who served as the 43rd President of the United States from 2001 to 2009 and 46th Governor of Texas from 1995 to 2000","U.S. Politician","73","Politicians & Law Professionals","-1","-1","2438"
"2439","George Wallace","American politician and the 45th Governor of Alabama, having served two nonconsecutive terms and two consecutive terms as a Democrat: 1963–1967, 1971–1979 and 1983–1987","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2439"
"2440","Gerald Ford","American politician who served as the 38th President of the United States from 1974 to 1977","U.S. Politician","16","Politicians & Law Professionals","-1","-1","2440"
"2441","Geraldine Ferraro","American attorney, a Democratic Party politician, and a member of the United States House of Representatives","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2441"
"2442","Gregory Meeks","U.S. Representative for New York's 5th congressional district, formerly in the 6th District since 1998","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2442"
"2443","Harry Browne","American writer, politician, and investment advisor","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2443"
"2444","Harry Reid","American politician who served as the senior United States Senator from Nevada, from 1987 to 2017","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2444"
"2445","Henry Hyde","Republican member of the United States House of Representatives from 1975 to 2007, representing the 6th District of Illinois","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2445"
"2446","Henry Kissinger","American diplomat and political scientist","U.S. Politician","11","Politicians & Law Professionals","-1","-1","2446"
"2447","Hillary Clinton","American politician who was the 67th United States Secretary of State, U.S. Senator from New York, First Lady of the United States, and the Democratic Party's nominee for President of the United States in the 2016 election","U.S. Politician","72","Politicians & Law Professionals","-1","-1","2447"
"2448","Howard Baker","American politician and diplomat who served as a Republican U.S. Senator from Tennessee and Senate Majority Leader","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2448"
"2449","Howard Dean","American politician who served as the 79th Governor of Vermont from 1991 to 2003 and Chair of the Democratic National Committee (DNC) from 2005 to 2009","U.S. Politician","5","Politicians & Law Professionals","-1","-1","2449"
"2450","Howell Heflin","an American politician who served in the US Senate, representing Alabama, from 1979-1997","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2450"
"2451","Huma Abedin","American political staffer who was vice chair of Hillary Clinton's 2016 campaign for President of the United States","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2451"
"2452","James Baker","American attorney and statesman","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2452"
"2453","James Watt","U.S. Secretary of the Interior from 1981 to 1983","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2453"
"2454","Jamie S. Gorelick","American lawyer who served as the Deputy Attorney General of the United States from 1994 to 1997, during the Clinton administration","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2454"
"2455","Janet Huckabee","American politician, political figure and the wife of former 2008 and 2016 Republican presidential candidate and former Arkansas Governor Mike Huckabee","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2455"
"2456","Janet Napolitano","American politician, lawyer, and university administrator who served as the 21st Governor of Arizona from 2003 to 2009 and United States Secretary of Homeland Security from 2009 to 2013, under President Barack Obama","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2456"
"2457","Janet Reno","first woman to serve as Attorney General and the second-longest serving Attorney General in U.S. history, after William Wirt","U.S. Politician","13","Politicians & Law Professionals","-1","-1","2457"
"2458","Jason Chaffetz","U.S. representative for Utah's 3rd congressional district, first elected in 2008","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2458"
"2459","Jean Schmidt","former U.S. Representative for Ohio's 2nd congressional district, serving from 2005 to 2013","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2459"
"2460","Jeane Kirkpatrick","American diplomat and political scientist","U.S. Politician","3","Politicians & Law Professionals","-1","-1","2460"
"2461","Jeb Bush","American businessman and politician who served as the 43rd Governor of Florida from 1999 to 2007","U.S. Politician","5","Politicians & Law Professionals","-1","-1","2461"
"2462","Jerry Brown","American politician and lawyer who has served as the 39th Governor of California since 2011","U.S. Politician","2","Politicians & Law Professionals","-1","-1","2462"
"2463","Jesse Helms","American politician and a leader in the conservative movement","U.S. Politician","4","Politicians & Law Professionals","-1","-1","2463"
"2464","Jesse Jackson","American civil rights activist, Baptist minister, and politician","U.S. Politician","20","Politicians & Law Professionals","-1","-1","2464"
"2465","Jesse Ventura","American former professional wrestler, actor, political commentator, author, naval veteran, and politician who served as the 38th Governor of Minnesota from 1999 to 2003","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2465"
"2466","Jim Gilmore","American politician who was the 68th Governor of Virginia from 1998 to 2002","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2466"
"2467","Jim Guy Tucker","Arkansas political figure","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2467"
"2468","Jim Webb","American politician and author","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2468"
"2469","Jimmy Carter","American politician who served as the 39th President of the United States from 1977 to 1981","U.S. Politician","39","Politicians & Law Professionals","-1","-1","2469"
"2470","Jody Powell","White House Press Secretary during the presidency of Jimmy Carter","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2470"
"2471","Joe Barton","Republican politician, representing Texas's 6th congressional district (map) in the U.S. House of Representatives since 1985, and a member of the Tea Party Caucus","U.S. Politician","1","Politicians & Law Professionals","-1","-1","2471"
